Hostname,Distro,CVE ID,Compliance ID,Type,Severity,Package Name,Package Version,Package License,CVSS,Vendor status,Description,Cause
localhost,Ubuntu-bionic,CVE-2019-0211,46,image,high,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,7.80,fixed in 2.4.29-1ubuntu4.6,"In Apache HTTP Server 2.4 releases 2.4.17 to 2.4.38, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute arbitrary code with the privileges of the parent process (usually root) by manipulating the scoreboard. Non-Unix systems are not affected.",
localhost,Ubuntu-bionic,CVE-2019-0217,46,image,medium,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,7.50,fixed in 2.4.29-1ubuntu4.6,"In Apache HTTP Server 2.4 release 2.4.38 and prior, a race condition in mod_auth_digest when running in a threaded server could allow a user with valid credentials to authenticate using another username, bypassing configured access control restrictions.",
localhost,Ubuntu-bionic,CVE-2019-0220,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,0.00,fixed in 2.4.29-1ubuntu4.6,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2019-5010,46,image,low,"python3.6 (used in python3.6-minimal, libpython3.6-stdlib, libpython3.6-minimal, python3.6)",3.6.7-1~18.04,,0.00,needed,"      a null pointer dereference vulnerability was found in the certificate parsing code in python. this causes a denial of service to applications when parsing specially crafted certificates. this vulnerability is unlikely to be triggered if application enables ssl/tls certificate validation and accepts certificates only from trusted root certificate authorities.",
localhost,Ubuntu-bionic,CVE-2019-9636,46,image,medium,"python3.6 (used in python3.6-minimal, libpython3.6-stdlib, libpython3.6-minimal, python3.6)",3.6.7-1~18.04,,9.80,needed,"Python 2.7.x through 2.7.16 and 3.x through 3.7.2 is affected by: Improper Handling of Unicode Encoding (with an incorrect netloc) during NFKC normalization. The impact is: Information disclosure (credentials, cookies, etc. that are cached against a given hostname). The components are: urllib.parse.urlsplit, urllib.parse.urlparse. The attack vector is: A specially crafted URL could be incorrectly parsed to locate cookies or authentication data and send that information to a different host than when parsed correctly.",
localhost,Ubuntu-bionic,CVE-2019-9740,46,image,medium,"python3.6 (used in python3.6-minimal, libpython3.6-stdlib, libpython3.6-minimal, python3.6)",3.6.7-1~18.04,,6.10,needed,"An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.2. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \\r\\n followed by an HTTP header or a Redis command.",
localhost,Ubuntu-bionic,CVE-2019-9947,46,image,medium,"python3.6 (used in python3.6-minimal, libpython3.6-stdlib, libpython3.6-minimal, python3.6)",3.6.7-1~18.04,,6.10,needed,"An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.2. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \\r\\n (specifically in the query string or PATH_INFO) followed by an HTTP header or a Redis command. This is similar to CVE-2019-9740.",
localhost,Ubuntu-bionic,CVE-2018-20217,46,image,medium,"krb5 (used in libgssapi-krb5-2, libkrb5-3, libkrb5support0)",1.16-2build1,,5.30,needed,"A Reachable Assertion issue was discovered in the KDC in MIT Kerberos 5 (aka krb5) before 1.17. If an attacker can obtain a krbtgt ticket using an older encryption type (single-DES, triple-DES, or RC4), the attacker can crash the KDC by making an S4U2Self request.",
localhost,Ubuntu-bionic,CVE-2018-5729,46,image,low,"krb5 (used in libgssapi-krb5-2, libkrb5-3, libkrb5support0)",1.16-2build1,,4.70,fixed in 1.16-2ubuntu0.1,MIT krb5 1.6 or later allows an authenticated kadmin with permission to add principals to an LDAP Kerberos database to cause a denial of service (NULL pointer dereference) or bypass a DN container check by supplying tagged data that is internal to the database module.,
localhost,Ubuntu-bionic,CVE-2018-5730,46,image,low,"krb5 (used in libgssapi-krb5-2, libkrb5-3, libkrb5support0)",1.16-2build1,,3.80,fixed in 1.16-2ubuntu0.1,"MIT krb5 1.6 or later allows an authenticated kadmin with permission to add principals to an LDAP Kerberos database to circumvent a DN containership check by supplying both a \""linkdn\"" and \""containerdn\"" database argument, or by supplying a DN string which is a left extension of a container DN string but is not hierarchically within the container DN.",
localhost,Ubuntu-bionic,CVE-2018-14498,46,image,low,"libjpeg-turbo (used in libjpeg-turbo8, libjpeg-turbo8-dev)",1.5.2-0ubuntu5.18.04.1,,6.50,needed,get_8bit_row in rdbmp.c in libjpeg-turbo through 1.5.90 and MozJPEG through 3.3.1 allows attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted 8-bit BMP in which one or more of the color indices is out of range for the number of palette entries.,
localhost,Ubuntu-bionic,CVE-2018-1122,46,image,medium,"procps (used in libprocps4, procps)",2:3.3.10-4ubuntu2.4,,7.00,fixed in 2:3.3.12-3ubuntu1.1,"procps-ng before version 3.3.15 is vulnerable to a local privilege escalation in top. If a user runs top with HOME unset in an attacker-controlled directory, the attacker could achieve privilege escalation by exploiting one of several vulnerabilities in the config_file() function.",
localhost,Ubuntu-bionic,CVE-2018-1123,46,image,medium,"procps (used in libprocps4, procps)",2:3.3.10-4ubuntu2.4,,7.50,fixed in 2:3.3.12-3ubuntu1.1,"procps-ng before version 3.3.15 is vulnerable to a denial of service in ps via mmap buffer overflow. Inbuilt protection in ps maps a guard page at the end of the overflowed buffer, ensuring that the impact of this flaw is limited to a crash (temporary denial of service).",
localhost,Ubuntu-bionic,CVE-2018-1124,46,image,medium,"procps (used in libprocps4, procps)",2:3.3.10-4ubuntu2.4,,7.80,fixed in 2:3.3.12-3ubuntu1.1,"procps-ng before version 3.3.15 is vulnerable to multiple integer overflows leading to a heap corruption in file2strvec function. This allows a privilege escalation for a local attacker who can create entries in procfs by starting processes, which could result in crashes or arbitrary code execution in proc utilities run by other users.",
localhost,Ubuntu-bionic,CVE-2018-1125,46,image,medium,"procps (used in libprocps4, procps)",2:3.3.10-4ubuntu2.4,,7.50,fixed in 2:3.3.12-3ubuntu1.1,"procps-ng before version 3.3.15 is vulnerable to a stack buffer overflow in pgrep. This vulnerability is mitigated by FORTIFY, as it involves strncat() to a stack-allocated string. When pgrep is compiled with FORTIFY (as on Red Hat Enterprise Linux and Fedora), the impact is limited to a crash.",
localhost,Ubuntu-bionic,CVE-2018-1126,46,image,medium,"procps (used in libprocps4, procps)",2:3.3.10-4ubuntu2.4,,9.80,fixed in 2:3.3.12-3ubuntu1.1,procps-ng before version 3.3.15 is vulnerable to an incorrect integer size in proc/alloc.* leading to truncation/integer overflow issues. This flaw is related to CVE-2018-1124.,
localhost,Ubuntu-bionic,CVE-2018-6556,46,image,medium,"lxc (used in liblxc1, lxc-common)",2.0.8-0ubuntu1~16.04.2,,3.30,fixed in 3.0.1-0ubuntu1~18.04.2,"lxc-user-nic when asked to delete a network interface will unconditionally open a user provided path. This code path may be used by an unprivileged user to check for the existence of a path which they wouldn\'t otherwise be able to reach. It may also be used to trigger side effects by causing a (read-only) open of special kernel files (ptmx, proc, sys). Affected releases are LXC: 2.0 versions above and including 2.0.9; 3.0 versions above and including 3.0.0, prior to 3.0.2.",
localhost,Ubuntu-bionic,CVE-2018-10844,46,image,medium,"gnutls28 (used in libgnutls-openssl27, libgnutls30)",3.5.18-1ubuntu1,,5.90,needed,It was found that the GnuTLS implementation of HMAC-SHA-256 was vulnerable to a Lucky thirteen style attack. Remote attackers could use this flaw to conduct distinguishing attacks and plaintext-recovery attacks via statistical analysis of timing data using crafted packets.,
localhost,Ubuntu-bionic,CVE-2018-10845,46,image,medium,"gnutls28 (used in libgnutls-openssl27, libgnutls30)",3.5.18-1ubuntu1,,5.90,needed,It was found that the GnuTLS implementation of HMAC-SHA-384 was vulnerable to a Lucky thirteen style attack. Remote attackers could use this flaw to conduct distinguishing attacks and plain text recovery attacks via statistical analysis of timing data using crafted packets.,
localhost,Ubuntu-bionic,CVE-2018-10846,46,image,medium,"gnutls28 (used in libgnutls-openssl27, libgnutls30)",3.5.18-1ubuntu1,,5.60,needed,"A cache-based side channel in GnuTLS implementation that leads to plain text recovery in cross-VM attack setting was found. An attacker could use a combination of \""Just in Time\"" Prime+probe attack in combination with Lucky-13 attack to recover plain text using crafted packets.",
localhost,Ubuntu-bionic,CVE-2018-16868,46,image,medium,"gnutls28 (used in libgnutls-openssl27, libgnutls30)",3.5.18-1ubuntu1,,5.60,needed,"A Bleichenbacher type side-channel based padding oracle attack was found in the way gnutls handles verification of RSA decrypted PKCS#1 v1.5 data. An attacker who is able to run process on the same physical core as the victim process, could use this to extract plaintext or in some cases downgrade any TLS connections to a vulnerable server.",
localhost,Ubuntu-bionic,CVE-2019-3829,46,image,medium,"gnutls28 (used in libgnutls-openssl27, libgnutls30)",3.5.18-1ubuntu1,,7.50,needed,A vulnerability was found in gnutls versions from 3.5.8 before 3.6.7. A memory corruption (double free) vulnerability in the certificate verification API. Any client or server application that verifies X.509 certificates with GnuTLS 3.5.8 or later is affected.,
localhost,Ubuntu-bionic,CVE-2019-9893,46,image,medium,libseccomp (used in libseccomp2),2.3.1-2.1ubuntu4.1,,9.80,needed,"libseccomp before 2.4.0 did not correctly generate 64-bit syscall argument comparisons using the arithmetic operators (LT, GT, LE, GE), which might able to lead to bypassing seccomp filters and potential privilege escalations.",
localhost,Ubuntu-bionic,CVE-2016-7949,46,image,low,"libxrender (used in libxrender-dev, libxrender1)",1:0.9.10-1,,9.80,needed,Multiple buffer overflows in the (1) XvQueryAdaptors and (2) XvQueryEncodings functions in X.org libXrender before 0.9.10 allow remote X servers to trigger out-of-bounds write operations via vectors involving length fields.,
localhost,Ubuntu-bionic,CVE-2016-7950,46,image,low,"libxrender (used in libxrender-dev, libxrender1)",1:0.9.10-1,,9.80,needed,The XRenderQueryFilters function in X.org libXrender before 0.9.10 allows remote X servers to trigger out-of-bounds write operations via vectors involving filter name lengths.,
localhost,Ubuntu-bionic,CVE-2018-20217,46,image,medium,"krb5 (used in libk5crypto3, krb5-locales)",1.16-2ubuntu0.1,,5.30,needed,"A Reachable Assertion issue was discovered in the KDC in MIT Kerberos 5 (aka krb5) before 1.17. If an attacker can obtain a krbtgt ticket using an older encryption type (single-DES, triple-DES, or RC4), the attacker can crash the KDC by making an S4U2Self request.",
localhost,Ubuntu-bionic,CVE-2013-7445,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,7.80,deferred,"The Direct Rendering Manager (DRM) subsystem in the Linux kernel through 4.x mishandles requests for Graphics Execution Manager (GEM) objects, which allows context-dependent attackers to cause a denial of service (memory consumption) via an application that processes graphics data, as demonstrated by JavaScript code that creates many CANVAS elements for rendering by Chrome or Firefox.",
localhost,Ubuntu-bionic,CVE-2015-8553,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,6.50,deferred,Xen allows guest OS users to obtain sensitive information from uninitialized locations in host OS kernel memory by not enabling memory and I/O decoding control bits.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2015-0777.,
localhost,Ubuntu-bionic,CVE-2016-10723,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"** DISPUTED ** An issue was discovered in the Linux kernel through 4.17.2. Since the page allocator does not yield CPU resources to the owner of the oom_lock mutex, a local unprivileged user can trivially lock up the system forever by wasting CPU resources from the page allocator (e.g., via concurrent page fault events) when the global OOM killer is invoked. NOTE: the software maintainer has not accepted certain proposed patches, in part because of a viewpoint that \""the underlying problem is non-trivial to handle.\""",
localhost,Ubuntu-bionic,CVE-2016-8660,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,deferred,"The XFS subsystem in the Linux kernel through 4.8.2 allows local users to cause a denial of service (fdatasync failure and system hang) by using the vfs syscall group in the trinity program, related to a \""page lock order bug in the XFS seek hole/data implementation.\""",
localhost,Ubuntu-bionic,CVE-2017-0537,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,4.70,deferred,An information disclosure vulnerability in the kernel USB gadget driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.18. Android ID: A-31614969.,
localhost,Ubuntu-bionic,CVE-2018-10322,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,The xfs_dinode_verify function in fs/xfs/libxfs/xfs_inode_buf.c in the Linux kernel through 4.16.3 allows local users to cause a denial of service (xfs_ilock_attr_map_shared invalid pointer dereference) via a crafted xfs image.,
localhost,Ubuntu-bionic,CVE-2018-1121,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.90,deferred,"procps-ng, procps is vulnerable to a process hiding through race condition. Since the kernel\'s proc_pid_readdir() returns PID entries in ascending numeric order, a process occupying a high PID can use inotify events to determine when the process list is being scanned, and fork/exec to obtain a lower PID, thus avoiding enumeration. An unprivileged attacker can hide a process from procps-ng\'s utilities by exploiting a race condition in reading /proc/PID entries. This vulnerability affects procps and procps-ng up to version 3.3.15, newer versions might be affected also.",
localhost,Ubuntu-bionic,CVE-2018-12929,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,deferred,ntfs_read_locked_inode in the ntfs.ko filesystem driver in the Linux kernel 4.15.0 allows attackers to trigger a use-after-free read and possibly cause a denial of service (kernel oops or panic) via a crafted ntfs filesystem.,
localhost,Ubuntu-bionic,CVE-2018-12930,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,7.80,deferred,ntfs_end_buffer_async_read in the ntfs.ko filesystem driver in the Linux kernel 4.15.0 allows attackers to trigger a stack-based out-of-bounds write and cause a denial of service (kernel oops or panic) or possibly have unspecified other impact via a crafted ntfs filesystem.,
localhost,Ubuntu-bionic,CVE-2018-12931,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,7.80,deferred,ntfs_attr_find in the ntfs.ko filesystem driver in the Linux kernel 4.15.0 allows attackers to trigger a stack-based out-of-bounds write and cause a denial of service (kernel oops or panic) or possibly have unspecified other impact via a crafted ntfs filesystem.,
localhost,Ubuntu-bionic,CVE-2018-13053,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,3.30,needed,The alarm_timer_nsleep function in kernel/time/alarmtimer.c in the Linux kernel through 4.17.3 has an integer overflow via a large relative timeout because ktime_add_safe is not used.,
localhost,Ubuntu-bionic,CVE-2018-13093,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,An issue was discovered in fs/xfs/xfs_icache.c in the Linux kernel through 4.17.3. There is a NULL pointer dereference and panic in lookup_slow() on a NULL inode->i_ops pointer when doing pathwalks on a corrupted xfs image. This occurs because of a lack of proper validation that cached inodes are free during allocation.,
localhost,Ubuntu-bionic,CVE-2018-13095,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in fs/xfs/libxfs/xfs_inode_buf.c in the Linux kernel through 4.17.3. A denial of service (memory corruption and BUG) can occur for a corrupted xfs image upon encountering an inode that is in extent format, but has more extents than fit in the inode fork.",
localhost,Ubuntu-bionic,CVE-2018-13096,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,An issue was discovered in fs/f2fs/super.c in the Linux kernel through 4.17.3. A denial of service (out-of-bounds memory access and BUG) can occur upon encountering an abnormal bitmap size when mounting a crafted f2fs image.,
localhost,Ubuntu-bionic,CVE-2018-13097,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in fs/f2fs/super.c in the Linux kernel through 4.17.3. There is an out-of-bounds read or a divide-by-zero error for an incorrect user_block_count in a corrupted f2fs image, leading to a denial of service (BUG).",
localhost,Ubuntu-bionic,CVE-2018-13098,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,An issue was discovered in fs/f2fs/inode.c in the Linux kernel through 4.17.3. A denial of service (slab out-of-bounds read and BUG) can occur for a modified f2fs filesystem image in which FI_EXTRA_ATTR is set in an inode.,
localhost,Ubuntu-bionic,CVE-2018-13099,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,An issue was discovered in fs/f2fs/inline.c in the Linux kernel through 4.17.3. A denial of service (out-of-bounds memory access and BUG) can occur for a modified f2fs filesystem image in which an inline inode contains an invalid reserved blkaddr.,
localhost,Ubuntu-bionic,CVE-2018-13100,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in fs/f2fs/super.c in the Linux kernel through 4.17.3, which does not properly validate secs_per_zone in a corrupted f2fs image, as demonstrated by a divide-by-zero error.",
localhost,Ubuntu-bionic,CVE-2018-14609,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in the Linux kernel through 4.17.10. There is an invalid pointer dereference in __del_reloc_root() in fs/btrfs/relocation.c when mounting a crafted btrfs image, related to removing reloc rb_trees when reloc control has not been initialized.",
localhost,Ubuntu-bionic,CVE-2018-14610,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in the Linux kernel through 4.17.10. There is out-of-bounds access in write_extent_buffer() when mounting and operating a crafted btrfs image, because of a lack of verification that each block group has a corresponding chunk at mount time, within btrfs_read_block_groups in fs/btrfs/extent-tree.c.",
localhost,Ubuntu-bionic,CVE-2018-14611,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in the Linux kernel through 4.17.10. There is a use-after-free in try_merge_free_space() when mounting a crafted btrfs image, because of a lack of chunk type flag checks in btrfs_check_chunk_valid in fs/btrfs/volumes.c.",
localhost,Ubuntu-bionic,CVE-2018-14612,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in the Linux kernel through 4.17.10. There is an invalid pointer dereference in btrfs_root_node() when mounting a crafted btrfs image, because of a lack of chunk block group mapping validation in btrfs_read_block_groups in fs/btrfs/extent-tree.c, and a lack of empty-tree checks in check_leaf in fs/btrfs/tree-checker.c.",
localhost,Ubuntu-bionic,CVE-2018-14613,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in the Linux kernel through 4.17.10. There is an invalid pointer dereference in io_ctl_map_page() when mounting and operating a crafted btrfs image, because of a lack of block group item validation in check_leaf_item in fs/btrfs/tree-checker.c.",
localhost,Ubuntu-bionic,CVE-2018-14614,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,An issue was discovered in the Linux kernel through 4.17.10. There is an out-of-bounds access in __remove_dirty_segment() in fs/f2fs/segment.c when mounting an f2fs image.,
localhost,Ubuntu-bionic,CVE-2018-14615,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in the Linux kernel through 4.17.10. There is a buffer overflow in truncate_inline_inode() in fs/f2fs/inline.c when umounting an f2fs image, because a length value may be negative.",
localhost,Ubuntu-bionic,CVE-2018-14616,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,An issue was discovered in the Linux kernel through 4.17.10. There is a NULL pointer dereference in fscrypt_do_page_crypto() in fs/crypto/crypto.c when operating on a file in a corrupted f2fs image.,
localhost,Ubuntu-bionic,CVE-2018-14617,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"An issue was discovered in the Linux kernel through 4.17.10. There is a NULL pointer dereference and panic in hfsplus_lookup() in fs/hfsplus/dir.c when opening a file (that is purportedly a hard link) in an hfs+ filesystem that has malformed catalog data, and is mounted read-only without a metadata directory.",
localhost,Ubuntu-bionic,CVE-2018-16862,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,A security flaw was found in the Linux kernel in a way that the cleancache subsystem clears an inode after the final file truncation (removal). The new file created with the same inode may contain leftover pages from cleancache and the old file data instead of the new one.,
localhost,Ubuntu-bionic,CVE-2018-17977,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,4.40,deferred,"The Linux kernel 4.14.67 mishandles certain interaction among XFRM Netlink messages, IPPROTO_AH packets, and IPPROTO_IP packets, which allows local users to cause a denial of service (memory consumption and system hang) by leveraging root access to execute crafted applications, as demonstrated on CentOS 7.",
localhost,Ubuntu-bionic,CVE-2018-19985,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,4.60,needed,"The function hso_get_config_data in drivers/net/usb/hso.c in the Linux kernel through 4.19.8 reads if_num from the USB device (as a u8) and uses it to index a small array, resulting in an object out-of-bounds (OOB) read that potentially allows arbitrary read in the kernel address space.",
localhost,Ubuntu-bionic,CVE-2018-20169,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,6.80,needed,"An issue was discovered in the Linux kernel before 4.19.9. The USB subsystem mishandles size checks during the reading of an extra descriptor, related to __usb_get_extra_descriptor in drivers/usb/core/usb.c.",
localhost,Ubuntu-bionic,CVE-2018-20669,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,7.80,needed,"An issue where a provided address with access_ok() is not checked was discovered in i915_gem_execbuffer2_ioctl in drivers/gpu/drm/i915/i915_gem_execbuffer.c in the Linux kernel through 4.19.13. A local attacker can craft a malicious IOCTL function call to overwrite arbitrary kernel memory, resulting in a Denial of Service or privilege escalation.",
localhost,Ubuntu-bionic,CVE-2018-20784,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,9.80,needed,"In the Linux kernel before 4.20.2, kernel/sched/fair.c mishandles leaf cfs_rq\'s, which allows attackers to cause a denial of service (infinite loop in update_blocked_averages) or possibly have unspecified other impact by inducing a high load.",
localhost,Ubuntu-bionic,CVE-2019-10124,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,0.00,needed,"An issue was discovered in the hwpoison implementation in mm/memory-failure.c in the Linux kernel before 5.0.4. When soft_offline_in_use_page() runs on a thp tail page after pmd is split, an attacker can cause a denial of service (BUG).",
localhost,Ubuntu-bionic,CVE-2019-11486,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,7.00,deferred,The Siemens R3964 line discipline driver in drivers/tty/n_r3964.c in the Linux kernel before 5.0.8 has multiple race conditions.,
localhost,Ubuntu-bionic,CVE-2019-2024,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,0.00,needed,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2019-3892,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,0.00,needed,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2019-3900,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,6.50,needed,"An infinite loop issue was found in the vhost_net kernel module in Linux Kernel up to and including v5.1-rc6, while handling incoming packets in handle_rx(). It could occur if one end sends packets faster than the other end can process them. A guest user, maybe remote one, could use this flaw to stall the vhost_net kernel thread, resulting in a DoS scenario.",
localhost,Ubuntu-bionic,CVE-2019-5489,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,5.50,needed,"The mincore() implementation in mm/mincore.c in the Linux kernel through 4.19.13 allowed local attackers to observe page cache access patterns of other processes on the same system, potentially allowing sniffing of secret information. (Fixing this affects the output of the fincore program.) Limited remote exploitation may be possible, as demonstrated by latency differences in accessing public files from an Apache HTTP Server.",
localhost,Ubuntu-bionic,CVE-2019-11085,46,image,medium,linux (used in linux-libc-dev),4.15.0-50.54,,0.00,needed,"<div class=""field field-name-field-cve-details-text field-type-text-long field-label-hidden "">",
localhost,Ubuntu-bionic,CVE-2019-11815,46,image,low,linux (used in linux-libc-dev),4.15.0-50.54,,8.10,needed,"An issue was discovered in rds_tcp_kill_sock in net/rds/tcp.c in the Linux kernel before 5.0.8. There is a race condition leading to a use-after-free, related to net namespace cleanup.",
localhost,Ubuntu-bionic,CVE-2016-1585,46,image,medium,"apparmor (used in libapparmor1, apparmor)",2.12-4ubuntu5.1,,9.80,deferred,In all versions of AppArmor mount rules are accidentally widened when compiled.,
localhost,Ubuntu-bionic,CVE-2016-7944,46,image,low,"libxfixes (used in libxfixes-dev, libxfixes3)",1:5.0.3-1,,9.80,needed,"Integer overflow in X.org libXfixes before 5.0.3 on 32-bit platforms might allow remote X servers to gain privileges via a length value of INT_MAX, which triggers the client to stop reading data and get out of sync.",
localhost,Ubuntu-bionic,CVE-2012-1093,46,image,low,xorg (used in x11-common),1:7.7+19ubuntu7.1,,0.00,needed,"ML-Date: 2012-02-28 17:01:19, ML-Subject: Re: [oss-security] CVE request: init script x11-common creates directories in insecure manners",
localhost,Ubuntu-bionic,CVE-2016-5388,46,image,low,tomcat7 (used in libtomcat7-java),7.0.68-1ubuntu0.4,,8.10,needed,"Apache Tomcat 7.x through 7.0.70 and 8.x through 8.5.4, when the CGI Servlet is enabled, follows RFC 3875 section 4.1.18 and therefore does not protect applications from the presence of untrusted client data in the HTTP_PROXY environment variable, which might allow remote attackers to redirect an application\'s outbound HTTP traffic to an arbitrary proxy server via a crafted Proxy header in an HTTP request, aka an \""httpoxy\"" issue. NOTE: the vendor states \""A mitigation is planned for future releases of Tomcat, tracked as CVE-2016-5388\""; in other words, this is not a CVE ID for a vulnerability.",
localhost,Ubuntu-bionic,CVE-2017-12616,46,image,medium,tomcat7 (used in libtomcat7-java),7.0.68-1ubuntu0.4,,7.50,needed,When using a VirtualDirContext with Apache Tomcat 7.0.0 to 7.0.80 it was possible to bypass security constraints and/or view the source code of JSPs for resources served by the VirtualDirContext using a specially crafted request.,
localhost,Ubuntu-bionic,CVE-2017-12617,46,image,medium,tomcat7 (used in libtomcat7-java),7.0.68-1ubuntu0.4,,8.10,needed,"When running Apache Tomcat versions 9.0.0.M1 to 9.0.0, 8.5.0 to 8.5.22, 8.0.0.RC1 to 8.0.46 and 7.0.0 to 7.0.81 with HTTP PUTs enabled (e.g. via setting the readonly initialisation parameter of the Default servlet to false) it was possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.",
localhost,Ubuntu-bionic,CVE-2018-11784,46,image,medium,tomcat7 (used in libtomcat7-java),7.0.68-1ubuntu0.4,,4.30,needed,"When the default servlet in Apache Tomcat versions 9.0.0.M1 to 9.0.11, 8.5.0 to 8.5.33 and 7.0.23 to 7.0.90 returned a redirect to a directory (e.g. redirecting to \'/foo/\' when the user requested \'/foo\') a specially crafted URL could be used to cause the redirect to be generated to any URI of the attackers choice.",
localhost,Ubuntu-bionic,CVE-2019-12098,46,image,low,"heimdal (used in libheimbase1-heimdal, libhcrypto4-heimdal, libroken18-heimdal, libkrb5-26-heimdal, libasn1-8-heimdal, libwind0-heimdal, libgssapi3-heimdal, libheimntlm0-heimdal, libhx509-5-heimdal)",7.5.0+dfsg-1,,7.40,needed,"In the client side of Heimdal before 7.6.0, failure to verify anonymous PKINIT PA-PKINIT-KX key exchange permits a man-in-the-middle attack. This issue is in krb5_init_creds_step in lib/krb5/init_creds_pw.c.",
localhost,Ubuntu-bionic,CVE-2018-1000180,46,image,medium,"bouncycastle (used in libbcprov-java, libbcpg-java)",1.59-1,,7.50,needed,"Bouncy Castle BC 1.54 - 1.59, BC-FJA 1.0.0, BC-FJA 1.0.1 and earlier have a flaw in the Low-level interface to RSA key pair generator, specifically RSA Key Pairs generated in low-level API with added certainty may have less M-R tests than expected. This appears to be fixed in versions BC 1.60 beta 4 and later, BC-FJA 1.0.2 and later.",
