Registry,Repository,Tag,Id,Distro,Hostname,Layer,CVE ID,Compliance ID,Type,Severity,Package Name,Package Version,Package License,CVSS,Vendor Status,Risk Factors,Description,Cause,Containers,Custom Labels
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-19841,46,OS,medium,wavpack (used in libwavpack1),5.0.0-2+deb9u2,,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","The function WavpackVerifySingleBlock in open_utils.c in libwavpack.a in WavPack through 5.1.0 allows attackers to cause a denial-of-service (out-of-bounds read and application crash) via a crafted WavPack Lossless Audio file, as demonstrated by wvunpack.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-11498,46,OS,low,wavpack (used in libwavpack1),5.0.0-2+deb9u2,,6.50,open,"Attack complexity: low, Attack vector: network, DoS, Recent vulnerability","WavpackSetConfiguration64 in pack_utils.c in libwavpack.a in WavPack through 5.1.0 has a \""Conditional jump or move depends on uninitialised value\"" condition, which might allow attackers to cause a denial of service (application crash) via a DFF file that lacks valid sample-rate data.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-12424,46,OS,high,"shadow (used in login, passwd)",1:4.4-4.1,,9.80,open,"Attack complexity: low, Attack vector: network, High severity","In shadow before 4.5, the newusers tool could be made to manipulate internal data structures in ways unintended by the authors. Malformed input may lead to crashes (with a buffer overflow or other memory corruption) or other unspecified behaviors. This crosses a privilege boundary in, for example, certain web-hosting environments in which a Control Panel allows an unprivileged user account to create subaccounts.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-7169,46,OS,low,"shadow (used in login, passwd)",1:4.4-4.1,,5.30,open,"Attack complexity: low, Attack vector: network, Recent vulnerability","An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used \""group blacklisting\"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2016-6328,46,OS,medium,libexif (used in libexif12),0.6.21-2,,8.10,open,"Attack complexity: low, Attack vector: network, DoS, Medium severity","A vulnerability was found in libexif. An integer overflow when parsing the MNOTE entry data of the input file. This can cause Denial-of-Service (DoS) and Information Disclosure (disclosing some critical heap chunk metadata, even other applications\' private data).",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-7544,46,OS,medium,libexif (used in libexif12),0.6.21-2,,9.10,open,"Attack complexity: low, Attack vector: network, DoS, Medium severity",libexif through 0.6.21 is vulnerable to out-of-bounds heap read vulnerability in exif_data_save_data_entry function in libexif/exif-data.c caused by improper length computation of the allocated data of an ExifMnote entry which can cause denial-of-service or possibly information disclosure.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-20030,46,OS,high,libexif (used in libexif12),0.6.21-2,,7.50,open,"Attack complexity: low, Attack vector: network, High severity, Recent vulnerability",An error when processing the EXIF_IFD_INTEROPERABILITY and EXIF_IFD_EXIF tags within libexif version 0.6.21 can be exploited to exhaust available CPU resources.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-1000168,46,OS,low,nghttp2 (used in libnghttp2-14),1.18.1-1,,7.50,open,"Attack complexity: low, Attack vector: network, DoS, Recent vulnerability",nghttp2 version >= 1.10.0 and nghttp2 <= v1.31.0 contains an Improper Input Validation CWE-20 vulnerability in ALTSVC frame handling that can result in segmentation fault leading to denial of service. This attack appears to be exploitable via network client. This vulnerability appears to have been fixed in >= 1.31.1.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-6888,46,OS,low,flac (used in libflac8),1.3.2-1,,5.50,open,Attack complexity: low,"An error in the \""read_metadata_vorbiscomment_()\"" function (src/libFLAC/stream_decoder.c) in FLAC version 1.3.2 can be exploited to cause a memory leak via a specially crafted FLAC file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2016-2779,46,OS,high,"util-linux (used in mount, libsmartcols1, libuuid1, libfdisk1, bsdutils, libmount1, libblkid1, util-linux)",2.29.2-1+deb9u1,,7.80,open,"Attack complexity: low, High severity","runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal\'s input buffer.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-8834,46,OS,low,libcroco (used in libcroco3),0.6.11-3,,6.50,open,"Attack complexity: low, Attack vector: network, DoS",The cr_tknzr_parse_comment function in cr-tknzr.c in libcroco 0.6.12 allows remote attackers to cause a denial of service (memory allocation error) via a crafted CSS file.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-8871,46,OS,low,libcroco (used in libcroco3),0.6.11-3,,6.50,open,"Attack complexity: low, Attack vector: network, DoS, Exploit exists",The cr_parser_parse_selector_core function in cr-parser.c in libcroco 0.6.12 allows remote attackers to cause a denial of service (infinite loop and CPU consumption) via a crafted CSS file.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-10754,46,OS,low,"ncurses (used in ncurses-bin, libncursesw5, libncurses5, ncurses-base, libtinfo5)",6.0+20161126-1+deb9u2,,7.50,open,"Attack complexity: low, Attack vector: network, DoS, Recent vulnerability","In ncurses before 6.1.20180414, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service if the terminfo library code is used to process untrusted terminfo data in which a use-name is invalid syntax. The product proceeds to the dereference code path even after a \""dubious character `[\' in name or alias field\"" detection.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-19211,46,OS,low,"ncurses (used in ncurses-bin, libncursesw5, libncurses5, ncurses-base, libtinfo5)",6.0+20161126-1+deb9u2,,5.50,open,"Attack complexity: low, DoS, Recent vulnerability","In ncurses 6.1, there is a NULL pointer dereference at function _nc_parse_entry in parse_entry.c that will lead to a denial of service attack. The product proceeds to the dereference code path even after a \""dubious character `*\' in name or alias field\"" detection.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3855,46,OS,high,libssh2 (used in libssh2-1),1.7.0-1,,8.80,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, Has fix, High severity, Recent vulnerability",An integer overflow flaw which could lead to an out of bounds write was discovered in libssh2 before 1.8.1 in the way packets are read from the server. A remote attacker who compromises a SSH server may be able to execute code on the client system when a user connects to the server.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3856,46,OS,medium,libssh2 (used in libssh2-1),1.7.0-1,,8.80,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, Has fix, Medium severity, Recent vulnerability","An integer overflow flaw, which could lead to an out of bounds write, was discovered in libssh2 before 1.8.1 in the way keyboard prompt requests are parsed. A remote attacker who compromises a SSH server may be able to execute code on the client system when a user connects to the server.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3857,46,OS,medium,libssh2 (used in libssh2-1),1.7.0-1,,8.80,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, Has fix, Medium severity, Recent vulnerability",An integer overflow flaw which could lead to an out of bounds write was discovered in libssh2 before 1.8.1 in the way SSH_MSG_CHANNEL_REQUEST packets with an exit signal are parsed. A remote attacker who compromises a SSH server may be able to execute code on the client system when a user connects to the server.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3858,46,OS,medium,libssh2 (used in libssh2-1),1.7.0-1,,9.10,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, DoS, Has fix, Medium severity, Recent vulnerability",An out of bounds read flaw was discovered in libssh2 before 1.8.1 when a specially crafted SFTP packet is received from the server. A remote attacker who compromises a SSH server may be able to cause a Denial of Service or read data in the client memory.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3859,46,OS,medium,libssh2 (used in libssh2-1),1.7.0-1,,9.10,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, DoS, Has fix, Medium severity, Recent vulnerability",An out of bounds read flaw was discovered in libssh2 before 1.8.1 in the _libssh2_packet_require and _libssh2_packet_requirev functions. A remote attacker who compromises a SSH server may be able to cause a Denial of Service or read data in the client memory.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3860,46,OS,medium,libssh2 (used in libssh2-1),1.7.0-1,,9.10,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, DoS, Has fix, Medium severity, Recent vulnerability",An out of bounds read flaw was discovered in libssh2 before 1.8.1 in the way SFTP packets with empty payloads are parsed. A remote attacker who compromises a SSH server may be able to cause a Denial of Service or read data in the client memory.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3861,46,OS,medium,libssh2 (used in libssh2-1),1.7.0-1,,9.10,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, DoS, Has fix, Medium severity, Recent vulnerability",An out of bounds read flaw was discovered in libssh2 before 1.8.1 in the way SSH packets with a padding length value greater than the packet length are parsed. A remote attacker who compromises a SSH server may be able to cause a Denial of Service or read data in the client memory.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3862,46,OS,medium,libssh2 (used in libssh2-1),1.7.0-1,,9.10,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, DoS, Has fix, Medium severity, Recent vulnerability",An out of bounds read flaw was discovered in libssh2 before 1.8.1 in the way SSH_MSG_CHANNEL_REQUEST packets with an exit status message and no payload are parsed. A remote attacker who compromises a SSH server may be able to cause a Denial of Service or read data in the client memory.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3863,46,OS,medium,libssh2 (used in libssh2-1),1.7.0-1,,8.80,fixed in 1.7.0-1+deb9u1,"Attack complexity: low, Attack vector: network, Has fix, Medium severity, Recent vulnerability",A flaw was found in libssh2 before 1.8.1. A server could send a multiple keyboard interactive response messages whose total length are greater than unsigned char max characters. This value is used as an index to copy memory causing in an out of bounds memory write error.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-16428,46,OS,low,glib2.0 (used in libglib2.0-0),2.50.3-2,,9.80,open,"Attack complexity: low, Attack vector: network, Recent vulnerability","In GNOME GLib 2.56.1, g_markup_parse_context_end_parse() in gmarkup.c has a NULL pointer dereference.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-16429,46,OS,low,glib2.0 (used in libglib2.0-0),2.50.3-2,,7.50,open,"Attack complexity: low, Attack vector: network, Recent vulnerability","GNOME GLib 2.56.1 has an out-of-bounds read vulnerability in g_markup_parse_context_parse() in gmarkup.c, related to utf8_str().",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-7475,46,OS,low,"cairo (used in libcairo2, libcairo-gobject2)",1.14.8-1,,5.50,open,Attack complexity: low,Cairo version 1.15.4 is vulnerable to a NULL pointer dereference related to the FT_Load_Glyph and FT_Render_Glyph resulting in an application crash.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9814,46,OS,low,"cairo (used in libcairo2, libcairo-gobject2)",1.14.8-1,,7.50,open,"Attack complexity: low, Attack vector: network, DoS",cairo-truetype-subset.c in cairo 1.15.6 and earlier allows remote attackers to cause a denial of service (out-of-bounds read) because of mishandling of an unexpected malloc(0) call.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-18064,46,OS,low,"cairo (used in libcairo2, libcairo-gobject2)",1.14.8-1,,6.50,open,"Attack complexity: low, Attack vector: network, Recent vulnerability",cairo through 1.15.14 has an out-of-bounds stack-memory write during processing of a crafted document by WebKitGTK+ because of the interaction between cairo-rectangular-scan-converter.c (the generate and render_rows functions) and cairo-image-compositor.c (the _cairo_image_spans_and_zero function).,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-6461,46,OS,low,"cairo (used in libcairo2, libcairo-gobject2)",1.14.8-1,,6.50,open,"Attack complexity: low, Attack vector: network, Recent vulnerability",An issue was discovered in cairo 1.16.0. There is an assertion problem in the function _cairo_arc_in_direction in the file cairo-arc.c.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-6462,46,OS,low,"cairo (used in libcairo2, libcairo-gobject2)",1.14.8-1,,6.50,open,"Attack complexity: low, Attack vector: network, Recent vulnerability","An issue was discovered in cairo 1.16.0. There is an infinite loop in the function _arc_error_normalized in the file cairo-arc.c, related to _arc_max_angle_for_tolerance_normalized.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-12384,46,OS,low,nss (used in libnss3),2:3.26.2-1.1+deb9u1,,5.90,open,"Attack vector: network, Recent vulnerability","When handling a SSLv2-compatible ClientHello request, the server doesn\'t generate a new random value but sends an all-zero value instead. This results in full malleability of the ClientHello for SSLv2 used for TLS 1.2 in all versions prior to NSS 3.39. This does not impact TLS 1.3.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-12404,46,OS,medium,nss (used in libnss3),2:3.26.2-1.1+deb9u1,,5.90,open,"Attack vector: network, Medium severity, Recent vulnerability",A cached side channel attack during handshakes using RSA encryption could allow for the decryption of encrypted content. This is a variant of the Adaptive Chosen Ciphertext attack (AKA Bleichenbacher attack) and affects all NSS versions prior to NSS 3.41.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-1002208,46,OS,medium,"mono (used in libmono-system-management4.0-cil, libmono-system-design4.0-cil, libmono-system-identitymodel4.0-cil, libmono-system-servicemodel-routing4.0-cil, libmono-system-net4.0-cil, mono-4.0-service, libmono-debugger-soft4.0a-cil, libmono-microsoft-build4.0-cil, libmono-microsoft-build-framework4.0-cil, mono-gac, libmono-system-data4.0-cil, libmono-csharp4.0c-cil, libmono-2.0-1, libmono-system-numerics-vectors4.0-cil, libmonosgen-2.0-1, libmono-relaxng4.0-cil, libmono-system-runtime-durableinstancing4.0-cil, libmono-i18n-other4.0-cil, mono-runtime-common, libmono-compilerservices-symbolwriter4.0-cil, libmono-system-web-webpages-razor2.0-cil, monodoc-base, ca-certificates-mono, libmono-cscompmgd0.0-cil, libmono-system-deployment4.0-cil, libmono-management4.0-cil, libmono-system-configuration-install4.0-cil, libmono-system-web-extensions4.0-cil, libmono-system-core4.0-cil, libmono-system-ldap-protocols4.0-cil, libmono-system-transactions4.0-cil, libmono-system-reactive-core2.2-cil, libmono-system-reactive-windows-threading2.2-cil, libmono-system-componentmodel-dataannotations4.0-cil, libmono-system-runtime-caching4.0-cil, libmono-tasklets4.0-cil, libmono-system-io-compression-filesystem4.0-cil, libmono-system-reactive-windows-forms2.2-cil, libmono-i18n4.0-all, libmono-microsoft-build-utilities-v4.0-4.0-cil, libmono-system-drawing4.0-cil, libmono-system-data-linq4.0-cil, libmono-system-workflow-activities4.0-cil, libmono-data-tds4.0-cil, libmono-system-web-routing4.0-cil, libmono-cecil-private-cil, libmono-system-drawing-design4.0-cil, libmono-system-net-http-webrequest4.0-cil, libmono-system-windows-forms-datavisualization4.0a-cil, libmono-system-servicemodel4.0a-cil, libmono-cairo4.0-cil, libmono-system-servicemodel-discovery4.0-cil, libmono-microsoft-build-engine4.0-cil, mono-runtime-sgen, libmono-system-web-http-webhost4.0-cil, libmono-system-web-regularexpressions4.0-cil, libmonoboehm-2.0-1, libmono-system-xml-linq4.0-cil, libmono-system-messaging4.0-cil, libmono-system-net-http-formatting4.0-cil, libmono-system-threading-tasks-dataflow4.0-cil, monodoc-manual, libmono-i18n-west4.0-cil, libmono-system-reactive-interfaces2.2-cil, libmono-system-web-mobile4.0-cil, libmono-system-xaml4.0-cil, mono-complete, libmono-system-data-datasetextensions4.0-cil, libmono-system-reactive-experimental2.2-cil, libmono-system-servicemodel-activation4.0-cil, libmono-db2-1.0-cil, libmono-system-web-http4.0-cil, mono-4.0-gac, libmono-system-data-services-client4.0-cil, libmono-system4.0-cil, mono-csharp-shell, libmono-system-ldap4.0-cil, libmono-custommarshalers4.0-cil, libmono-system-reactive-providers2.2-cil, libmono-peapi4.0a-cil, libmono-system-runtime-serialization-formatters-soap4.0-cil, mono-jay, libmono-system-json-microsoft4.0-cil, libmono-system-xml4.0-cil, libmono-system-windows4.0-cil, libmono-security4.0-cil, libmono-system-runtime-interopservices-runtimeinformation4.0-cil, libmono-messaging4.0-cil, libmono-system-web-extensions-design4.0-cil, libmono-posix4.0-cil, libmono-simd4.0-cil, mono-mcs, libmono-2.0-dev, libmono-rabbitmq4.0-cil, libmono-system-runtime4.0-cil, libmono-xbuild-tasks4.0-cil, libmono-webbrowser4.0-cil, libmono-webmatrix-data4.0-cil, libmono-sqlite4.0-cil, libmono-system-componentmodel-composition4.0-cil, libmono-ldap4.0-cil, libmono-messaging-rabbitmq4.0-cil, libmono-system-enterpriseservices4.0-cil, libmono-system-runtime-serialization4.0-cil, libmono-i18n4.0-cil, libmono-accessibility4.0-cil, libmono-system-web-applicationservices4.0-cil, libmono-system-reactive-debugger2.2-cil, libmono-microsoft-web-infrastructure1.0-cil, libmono-system-workflow-runtime4.0-cil, libmono-codecontracts4.0-cil, libmono-system-configuration4.0-cil, libmono-system-reactive-platformservices2.2-cil, libmono-microsoft-build-tasks-v4.0-4.0-cil, libmono-system-identitymodel-selectors4.0-cil, libmono-sharpzip4.84-cil, libmono-i18n-mideast4.0-cil, libmono-system-web-webpages-deployment2.0-cil, libmono-system-web4.0-cil, libmono-parallel4.0-cil, libmono-system-web-razor2.0-cil, libmono-microsoft-visualc10.0-cil, libmono-i18n-rare4.0-cil, libmono-system-security4.0-cil, mono-devel, libmono-system-web-webpages2.0-cil, libmono-system-windows-forms4.0-cil, libmono-system-data-services4.0-cil, libmonosgen-2.0-dev, libmono-system-data-entity4.0-cil, libmono-microsoft-csharp4.0-cil, libmono-system-servicemodel-internals0.0-cil, libmono-smdiagnostics0.0-cil, libmono-system-workflow-componentmodel4.0-cil, libmono-system-json4.0-cil, libmono-system-serviceprocess4.0-cil, libmono-system-web-http-selfhost4.0-cil, mono-xbuild, libmono-http4.0-cil, libmono-system-web-mvc3.0-cil, mono-utils, libmono-system-reactive-linq2.2-cil, libmono-system-reactive-runtime-remoting2.2-cil, libmono-system-servicemodel-web4.0-cil, libmono-system-net-http4.0-cil, libmono-corlib4.5-cil, libmono-cil-dev, libmono-system-web-abstractions4.0-cil, libmono-system-xml-serialization4.0-cil, libmono-system-reactive-observable-aliases0.0-cil, libmono-i18n-cjk4.0-cil, libmono-system-dynamic4.0-cil, libmono-system-web-dynamicdata4.0-cil, libmono-system-numerics4.0-cil, mono-runtime, libmono-system-io-compression4.0-cil, libmono-system-reflection-context4.0-cil, libmono-windowsbase4.0-cil, libmono-system-web-services4.0-cil, libmono-oracle4.0-cil, libmono-profiler)",4.6.2.7+dfsg-1,,5.50,open,"Attack complexity: low, Medium severity, Recent vulnerability","sharplibzip before 1.0 RC1 is vulnerable to directory traversal, allowing attackers to write to arbitrary files via a ../ (dot dot slash) in a Zip archive entry that is mishandled during extraction. This vulnerability is also known as \'Zip-Slip\'.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-12613,46,OS,low,apr (used in libapr1),1.5.2-5,,7.10,open,"Attack complexity: low, DoS","When apr_time_exp*() or apr_os_exp_time*() functions are invoked with an invalid month field value in Apache Portable Runtime APR 1.6.2 and prior, out of bounds memory may be accessed in converting this value to an apr_time_exp_t value, potentially revealing the contents of a different static heap value or resulting in program termination, and may represent an information disclosure or denial of service vulnerability to applications which call these APR functions with unvalidated external input.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-1049,46,OS,medium,"systemd (used in udev, libsystemd0, libpam-systemd, libudev1, systemd)",232-25+deb9u9,,5.90,fixed in 232-25+deb9u10,"Attack vector: network, DoS, Has fix, Medium severity, Recent vulnerability","In systemd prior to 234 a race condition exists between .mount and .automount units such that automount requests from kernel may not be serviced by systemd resulting in kernel holding the mountpoint and any processes that try to use said mount will hang. A race condition like this may lead to denial of service, until mount points are unmounted.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-15686,46,OS,high,"systemd (used in udev, libsystemd0, libpam-systemd, libudev1, systemd)",232-25+deb9u9,,9.80,fixed in 232-25+deb9u10,"Attack complexity: low, Attack vector: network, Exploit exists, Has fix, High severity, Recent vulnerability",A vulnerability in unit_deserialize of systemd allows an attacker to supply arbitrary state across systemd re-execution via NotifyAccess. This can be used to improperly influence systemd execution and possibly lead to root privilege escalation. Affected releases are systemd versions up to and including 239.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-16888,46,OS,low,"systemd (used in udev, libsystemd0, libpam-systemd, libudev1, systemd)",232-25+deb9u9,,4.70,open,Recent vulnerability,"It was discovered systemd does not correctly check the content of PIDFile files before using it to kill processes. When a service is run from an unprivileged user (e.g. User field set in the service file), a local attacker who is able to write to the PIDFile of the mentioned service may use this flaw to trick systemd into killing other services and/or privileged processes. Versions before v237 are vulnerable.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-6954,46,OS,low,"systemd (used in udev, libsystemd0, libpam-systemd, libudev1, systemd)",232-25+deb9u9,,7.80,open,"Attack complexity: low, Recent vulnerability","systemd-tmpfiles in systemd through 237 mishandles symlinks present in non-terminal path components, which allows local users to obtain ownership of arbitrary files via vectors involving creation of a directory and a file under that directory, and later replacing that directory with a symlink. This occurs even if the fs.protected_symlinks sysctl is turned on.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3842,46,OS,medium,"systemd (used in udev, libsystemd0, libpam-systemd, libudev1, systemd)",232-25+deb9u9,,7.00,fixed in 232-25+deb9u11,"Exploit exists, Has fix, Medium severity, Recent vulnerability","In systemd before v242-rc4, it was discovered that pam_systemd does not properly sanitize the environment before using the XDG_SEAT variable. It is possible for an attacker, in some particular configurations, to set a XDG_SEAT environment variable which allows for commands to be checked against polkit policies using the \""allow_active\"" element rather than \""allow_any\"".",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2019-3843,46,OS,medium,"systemd (used in udev, libsystemd0, libpam-systemd, libudev1, systemd)",232-25+deb9u9,,7.80,open,"Attack complexity: low, Medium severity, Recent vulnerability","It was discovered that a systemd service that uses DynamicUser property can create a SUID/SGID binary that would be allowed to run as the transient service UID/GID even after the service is terminated. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the UID/GID will be recycled.",,1,
